SAMPLE_ID,individual,chromosome,start_pos,end_pos,Prediction,Population,Lat,Lon,Country,Continent,Admixture3,Admixture1,Admixture6,Admixture8,Admixture2,Admixture5,Admixture7,Admixture4,Admixture9
HGDP00003,2,4,122744067,185788762,Tajikistan_4,Brahui,36.4828900986054,67.4110235008633,Afghanistan,Asia,0.064802,0.183359,1e-05,0.367032,0.047526,1e-05,0.152747,0.184503,1e-05
HGDP00003,2,5,123302367,175059713,Gujarati_1,Brahui,26.427057497563,71.041048743868,India,Asia,1e-05,0.25798,1e-05,0.573866,1e-05,1e-05,0.168093,1e-05,1e-05
HGDP00003,2,6,42659979,115932103,Iran_1,Brahui,34.786119644838,51.3051732160944,"Iran, Islamic Republic of",Asia,1e-05,0.360281,1e-05,0.397596,0.038143,0.085094,0.118847,1e-05,1e-05
HGDP00003,2,7,3609712,67567429,Tajikistan_1,Brahui,39.378395240365,60.4449798653222,Turkmenistan,Asia,0.107887,0.323477,1e-05,0.322295,0.008872,1e-05,0.038404,0.199035,1e-05
HGDP00003,2,7,67590850,146984783,Iran_1,Brahui,34.0609469265012,51.2506677334742,"Iran, Islamic Republic of",Asia,1e-05,0.455709,1e-05,0.458736,1e-05,1e-05,0.083095,1e-05,0.00241
HGDP00003,2,8,29802727,98945834,Iran_4,Brahui,30.1586864598884,63.6618918728792,Afghanistan,Asia,1e-05,0.254148,1e-05,0.506343,1e-05,0.018416,0.15746,0.063593,1e-05
HGDP00003,2,9,1355061,75201354,Iran_4,Brahui,33.407227290542,55.4192037457304,"Iran, Islamic Republic of",Asia,0.010243,0.307255,1e-05,0.45461,1e-05,0.062841,0.100653,0.064368,1e-05
HGDP00003,2,9,75206337,120088933,Iran_1,Brahui,36.4205455882729,54.5484173361867,"Iran, Islamic Republic of",Asia,0.14395,0.331999,1e-05,0.361135,0.029692,1e-05,0.064361,0.053072,0.015772
HGDP00005,3,1,1061166,50722989,Gujarati_1,Brahui,30.883703922242,69.551913546632,Pakistan,Asia,1.6e-05,0.214587,1e-05,0.437013,1.5e-05,1e-05,0.164412,0.125721,0.058216
HGDP00005,3,1,50757885,100050789,Iran_4,Brahui,32.90277244754,53.7440575439693,"Iran, Islamic Republic of",Asia,0.041826,0.35264,0.00207,0.462875,1e-05,0.041809,1e-05,0.066603,0.032157
HGDP00005,3,1,100051668,185344764,Iran_4,Brahui,31.9529692255522,65.8972141798827,Afghanistan,Asia,0.124927,0.246351,0.008155,0.442621,1e-05,0.044667,0.13325,1e-05,1e-05
HGDP00005,3,1,185410975,230894365,Iran_4,Brahui,33.5600560527673,57.1983951906384,"Iran, Islamic Republic of",Asia,0.018054,0.334944,1e-05,0.448609,0.017483,1e-05,0.18087,1e-05,1e-05
HGDP00005,3,2,12589208,50975185,Tajikistan_1,Brahui,37.9217914848209,56.0188799879787,"Iran, Islamic Republic of",Asia,0.005776,0.301098,1e-05,0.36356,0.066238,0.009213,0.111968,0.142127,1e-05
HGDP00005,3,2,50976485,103123301,Iran_4,Brahui,33.0468869175781,55.4126559348114,"Iran, Islamic Republic of",Asia,1e-05,0.311157,0.017937,0.563932,1e-05,0.039755,1e-05,1e-05,0.06718
HGDP00005,3,2,103176411,153872845,Tajikistan_3,Brahui,42.7124109141306,54.75426119993,Kazakhstan,Asia,1e-05,0.170252,1e-05,0.329029,1e-05,1e-05,0.080652,0.314912,0.105115
HGDP00005,3,2,153881453,205974111,Iran_4,Brahui,33.6315984901359,57.0602854515531,"Iran, Islamic Republic of",Asia,0.096056,0.266892,1e-05,0.488603,0.068739,1e-05,0.034375,1e-05,0.045306
HGDP00005,3,3,3846526,46150400,Gujarati_1,Brahui,29.0753541662952,71.6343156650846,Pakistan,Asia,1e-05,0.222371,1e-05,0.471016,0.017528,1e-05,0.178465,0.11058,1e-05
HGDP00005,3,3,46310921,112066141,Iran_4,Brahui,31.6779411953524,61.8511652227246,Afghanistan,Asia,0.024655,0.263187,1e-05,0.496925,0.128973,1e-05,0.08622,1e-05,1e-05
HGDP00005,3,3,112072833,169212367,Iran_1,Brahui,34.039672138691,51.8909179016325,"Iran, Islamic Republic of",Asia,1e-05,0.375056,0.021933,0.430367,1e-05,0.014965,0.113271,1e-05,0.044378
HGDP00005,3,4,18473310,122659704,Tajikistan_1,Brahui,38.2123336782173,57.3823486787957,Turkmenistan,Asia,1e-05,0.289209,0.042297,0.363356,0.072164,0.067046,0.011613,0.154295,1e-05
HGDP00005,3,4,122744067,185788762,Iran_4,Brahui,34.1488282452922,60.4821837477559,"Iran, Islamic Republic of",Asia,1e-05,0.235791,1e-05,0.47612,1e-05,0.117329,0.047061,0.088188,0.03548
HGDP00005,3,5,123302367,175059713,Tajikistan_4,Brahui,35.885665140312,64.990778183438,Afghanistan,Asia,1e-05,0.204063,0.071257,0.442624,1e-05,0.065622,0.06331,0.153095,1e-05
HGDP00005,3,6,42659979,115932103,Iran_4,Brahui,33.5631673266649,59.8624483263157,"Iran, Islamic Republic of",Asia,1e-05,0.304386,1e-05,0.429198,1e-05,0.001197,0.188289,0.07689,1e-05
HGDP00005,3,7,3609712,67567429,Iran_1,Brahui,38.32026000000003,48.88327000000001,"Iran, Islamic Republic of",Asia,0.076297,0.385539,1e-05,0.333924,0.01285,0.031637,0.043398,0.084006,0.03234
HGDP00005,3,7,67590850,146984783,Tajikistan_3,Brahui,38.4784562304711,68.2758453226848,Tajikistan,Asia,0.115095,0.162616,1e-05,0.419957,1e-05,1e-05,0.023709,0.251327,0.027266
HGDP00005,3,8,29802727,98945834,Iran_4,Brahui,31.1948219218459,62.4626039347896,Afghanistan,Asia,0.042534,0.315394,1e-05,0.444825,1e-05,1e-05,0.197197,1e-05,1e-05
HGDP00005,3,9,1355061,75201354,Gaddi_Rajput_0,Brahui,28.7337876055656,71.7060196065167,Pakistan,Asia,0.008662,0.22266,0.036462,0.46361,0.017809,1e-05,0.1889,0.061877,1e-05
HGDP00005,3,9,75206337,120088933,Tajikistan_4,Brahui,34.2065241271486,66.4963521353968,Afghanistan,Asia,0.055018,0.221352,1e-05,0.419947,0.05505,1e-05,0.128583,0.12002,1e-05
HGDP00007,4,1,1061166,50722989,Iran_4,Brahui,32.1716547661371,58.2754882899567,"Iran, Islamic Republic of",Asia,2e-05,0.287683,1e-05,0.50299,1e-05,1e-05,0.127155,0.082113,1e-05
HGDP00007,4,1,50757885,100050789,Iran_1,Brahui,33.6961205603037,52.360813879671,"Iran, Islamic Republic of",Asia,2e-05,0.433921,0.012778,0.505885,1e-05,1e-05,0.047355,1e-05,1e-05
HGDP00007,4,1,100051668,185344764,Iran_1,Brahui,35.717944024785,52.9738513665561,"Iran, Islamic Republic of",Asia,1e-05,0.353379,1e-05,0.395835,0.076919,1e-05,0.097522,0.076013,0.000303
HGDP00007,4,1,185410975,230894365,Gaddi_Rajput_0,Brahui,35.1740581952239,69.4240485072847,Afghanistan,Asia,0.073992,0.123455,1e-05,0.358713,0.04625,1e-05,0.174849,0.204882,0.017839
HGDP00007,4,2,12589208,50975185,Iran_4,Brahui,34.7259384664491,53.6526406689863,"Iran, Islamic Republic of",Asia,1e-05,0.360156,1e-05,0.432588,1e-05,1e-05,0.155426,0.051781,1e-05
HGDP00007,4,2,50976485,103123301,Iran_4,Brahui,34.0787653258131,57.2521816511397,"Iran, Islamic Republic of",Asia,0.06283,0.272879,1e-05,0.488913,0.094719,0.005236,1e-05,0.075394,1e-05
HGDP00007,4,2,103176411,153872845,Tajikistan_1,Brahui,38.7099350961683,58.0580714759469,Turkmenistan,Asia,1e-05,0.296958,1e-05,0.36456,1e-05,0.04221,1e-05,0.201001,0.095231
HGDP00007,4,2,153881453,205974111,Tajikistan_1,Brahui,36.3713816145151,63.2768878008615,Afghanistan,Asia,1e-05,0.227608,0.011403,0.37377,0.056025,1e-05,0.086946,0.14152,0.102708
HGDP00007,4,3,3846526,46150400,Tajikistan_4,Brahui,36.2460881173149,64.4109887557481,Afghanistan,Asia,0.045807,0.204813,1e-05,0.429146,0.060622,0.011783,0.031738,0.113399,0.102682
HGDP00007,4,3,46310921,112066141,Chechens_2,Brahui,37.9304001559999,46.0374975870387,"Iran, Islamic Republic of",Asia,0.124165,0.417545,0.073799,0.272311,1e-05,0.060958,1e-05,0.051192,1e-05
HGDP00007,4,3,112072833,169212367,Tajikistan_4,Brahui,32.6602589931566,68.8263704313078,Afghanistan,Asia,0.02822,0.187466,0.069903,0.460056,1e-05,1e-05,0.112048,0.142278,1e-05
HGDP00007,4,4,18473310,122659704,Iran_1,Brahui,37.0670557514651,55.2091199174902,"Iran, Islamic Republic of",Asia,1e-05,0.324012,0.000469,0.404266,0.076481,1e-05,0.031054,0.144821,0.018876
HGDP00007,4,4,122744067,185788762,Iran_4,Brahui,32.9718028826852,55.303030779725,"Iran, Islamic Republic of",Asia,0.083033,0.271587,1e-05,0.546256,1e-05,1e-05,0.011123,0.087962,1e-05
HGDP00007,4,5,123302367,175059713,Iran_1,Brahui,35.474416343499,53.2232414025449,"Iran, Islamic Republic of",Asia,1e-05,0.356473,1e-05,0.415683,0.012882,1e-05,0.097166,0.117756,1e-05
HGDP00007,4,6,42659979,115932103,Iran_4,Brahui,33.9552475536749,57.9936612461139,"Iran, Islamic Republic of",Asia,1e-05,0.279834,1e-05,0.497104,1e-05,1e-05,0.075146,0.147866,1e-05
HGDP00007,4,7,3609712,67567429,Iran_1,Brahui,35.1959896026927,53.0503495510974,"Iran, Islamic Republic of",Asia,1e-05,0.320602,0.058912,0.331202,0.017373,0.033168,0.188836,1e-05,0.049888
HGDP00007,4,7,67590850,146984783,Iran_1,Brahui,33.1420156476525,53.4999525464096,"Iran, Islamic Republic of",Asia,1e-05,0.380129,1e-05,0.470247,1e-05,0.048509,0.040929,0.060146,1e-05
HGDP00007,4,8,29802727,98945834,Iran_4,Brahui,34.006806763726,54.0989341719327,"Iran, Islamic Republic of",Asia,1e-05,0.361148,0.018101,0.445013,1e-05,1e-05,0.154401,1e-05,0.021297
HGDP00007,4,9,1355061,75201354,Tajikistan_4,Brahui,35.6149003811774,63.7647855289302,Afghanistan,Asia,1e-05,0.207362,1e-05,0.482111,0.17215,0.013533,1e-05,0.124804,1e-05
HGDP00007,4,9,75206337,120088933,Iran_4,Brahui,32.6642786629955,54.6024164419946,"Iran, Islamic Republic of",Asia,0.05814,0.318864,1e-05,0.521253,0.031983,1e-05,0.06972,1e-05,1e-05
HGDP00011,5,1,1061166,50722989,Iran_4,Brahui,33.2873618354781,58.4389629704571,"Iran, Islamic Republic of",Asia,1e-05,0.277681,1e-05,0.469855,0.060015,1e-05,0.117494,0.074914,1e-05
HGDP00011,5,1,50757885,100050789,Iran_4,Brahui,32.3923145448145,56.3739193813645,"Iran, Islamic Republic of",Asia,0.082566,0.268671,1e-05,0.532338,0.030166,1e-05,0.062907,0.023323,1e-05
HGDP00011,5,1,100051668,185344764,Gujarati_1,Brahui,27.5249076065695,69.8429384945282,Pakistan,Asia,1e-05,0.224523,1e-05,0.582091,0.058135,1e-05,0.112207,1e-05,0.023004
HGDP00011,5,1,185410975,230894365,Iran_4,Brahui,34.0232142149921,53.7510614644671,"Iran, Islamic Republic of",Asia,0.092125,0.348024,1e-05,0.43127,1e-05,0.053233,0.075308,1e-05,1e-05
HGDP00011,5,2,12589208,50975185,Gujarati_1,Brahui,24.8876736893223,74.2742064413074,India,Asia,1e-05,0.171646,1e-05,0.611491,0.09247,1e-05,0.124342,1e-05,1e-05
HGDP00011,5,2,50976485,103123301,Iran_4,Brahui,33.3793563140184,56.1383460272973,"Iran, Islamic Republic of",Asia,0.078083,0.296755,1e-05,0.462384,0.051019,0.020803,0.090927,1e-05,1e-05
HGDP00011,5,2,103176411,153872845,Iran_4,Brahui,31.5544328804772,60.5150804608326,"Iran, Islamic Republic of",Asia,0.018654,0.264488,1e-05,0.632159,1e-05,1e-05,0.024385,0.060274,1e-05
HGDP00011,5,2,153881453,205974111,Gujarati_1,Brahui,25.2773204627548,74.6260769345101,India,Asia,1e-05,0.041865,0.005466,0.580112,0.069984,0.10855,0.087588,0.085762,0.020664
HGDP00011,5,3,3846526,112066141,Tatars_2,Brahui,57.4105787876448,45.9585463203569,Russian Federation,Europe,0.0290045,0.3481754999999999,1e-05,0.4377919999999999,1e-05,0.011286,0.0883405,0.0853714999999999,1e-05
HGDP00011,5,3,112072833,169212367,Tajikistan_4,Brahui,38.4071998990962,68.1852080123502,Tajikistan,Asia,0.149069,0.23462,0.010802,0.397707,1e-05,0.01048,0.003977,0.193324,1e-05
HGDP00011,5,4,18473310,185788762,Tatars_2,Brahui,57.9075294902326,43.5972776643646,Russian Federation,Europe,0.027468,0.3526665,1e-05,0.4698305,0.0343425,0.0015615,0.0285995,0.068532,0.016989
HGDP00011,5,5,123302367,175059713,Iran_4,Brahui,33.1424669688036,54.4529957078998,"Iran, Islamic Republic of",Asia,1e-05,0.324698,1e-05,0.542667,0.054536,0.033352,0.020118,1e-05,0.024599
HGDP00011,5,6,42659979,115932103,Iran_4,Brahui,34.4023125761775,62.1501834915177,Afghanistan,Asia,0.068083,0.214347,1e-05,0.479024,0.022635,0.05057,0.058559,0.106762,1e-05
HGDP00011,5,7,3609712,146984783,Iran_1,Brahui,35.178794611038334,50.60294266404674,"Iran, Islamic Republic of",Asia,1e-05,0.3978779999999999,1e-05,0.4046619999999999,0.025775,0.0440865,0.1018454999999999,0.025723,1e-05
HGDP00011,5,8,29802727,98945834,Iran_3,Brahui,35.1373998972099,49.6788545738588,"Iran, Islamic Republic of",Asia,0.02655,0.429227,1e-05,0.358937,0.072315,0.022199,0.058155,0.010918,0.021689
HGDP00011,5,9,1355061,120088933,Tatars_2,Brahui,56.9123422844681,49.8737855554183,Russian Federation,Europe,1e-05,0.3888629999999999,1e-05,0.4332285,0.026205,0.02908,0.101364,0.0158605,0.005379
HGDP00013,6,1,1061166,50722989,Bermudian_3,Brahui,18.228034979723915,-65.59100379094295,Puerto Rico,North America,0.060225,0.23004,1e-05,0.170584,1e-05,0.030259,1e-05,1e-05,0.508852
HGDP00013,6,1,50757885,100050789,Puerto_Rico_1,Brahui,5.409850979021584,-52.88214128275409,French Guiana,South America,0.050347,0.176672,0.139819,0.177629,0.075564,1e-05,0.067481,1e-05,0.312468
HGDP00013,6,1,100051668,185344764,Bermudian_3,Brahui,18.228034979723915,-65.59100379094295,Puerto Rico,North America,1e-05,0.097912,0.114711,0.118101,1e-05,1e-05,0.129521,1e-05,0.539716
HGDP00013,6,1,185410975,230894365,Iran_1,Brahui,34.2795360903581,52.8018113149213,"Iran, Islamic Republic of",Asia,1e-05,0.354074,0.057809,0.422656,1e-05,1e-05,0.03402,0.045068,0.086343
HGDP00013,6,2,12589208,50975185,Iran_4,Brahui,34.9653628894986,52.807010193225,"Iran, Islamic Republic of",Asia,1e-05,0.29343,0.012367,0.383496,1e-05,0.126928,0.037003,1e-05,0.146745
HGDP00013,6,2,50976485,103123301,Iran_4,Brahui,32.2285383468393,59.7776754539851,"Iran, Islamic Republic of",Asia,0.098046,0.24712,0.009276,0.506246,1e-05,0.05143,0.068447,1e-05,0.019414
HGDP00013,6,2,103176411,153872845,Iran_4,Brahui,34.6191663317698,56.3613608336745,"Iran, Islamic Republic of",Asia,1e-05,0.299014,1e-05,0.442758,1e-05,0.0441,0.089127,0.124961,1e-05
HGDP00013,6,2,153881453,205974111,Gujarati_1,Brahui,31.2489449534667,68.1106458052441,Pakistan,Asia,0.009678,0.179554,0.049063,0.52338,1e-05,0.013109,0.066903,0.122855,0.035448
HGDP00013,6,3,3846526,46150400,Puerto_Rico_4,Brahui,5.409850979021584,-52.88214128275409,French Guiana,South America,0.002081,0.178589,1e-05,0.311336,1e-05,0.071964,0.090511,0.081405,0.264094
HGDP00013,6,3,46310921,112066141,Tajikistan_4,Brahui,33.3896049041867,67.6616906571295,Afghanistan,Asia,0.04532,0.172648,1e-05,0.371392,0.009103,0.021469,0.121873,0.107019,0.151164
HGDP00013,6,3,112072833,169212367,Bermudian_2,Brahui,46.65549876564492,-53.069158291218386,Canada,North America,1e-05,0.177759,0.06207,0.267135,0.018646,1e-05,1e-05,0.162588,0.311773
HGDP00013,6,4,18473310,185788762,Iran_4,Brahui,34.37359158526422,53.7083532752198,"Iran, Islamic Republic of",Asia,1e-05,0.3125854999999999,0.062229,0.42543,0.0215855,0.0024855,0.078666,1e-05,0.0969985
HGDP00013,6,5,123302367,175059713,Gaddi_Rajput_0,Brahui,30.9302387947127,72.6404928269488,Pakistan,Asia,0.096773,0.175255,0.014265,0.428608,1e-05,1e-05,0.154279,0.043988,0.086813
HGDP00013,6,6,42659979,115932103,Tajikistan_1,Brahui,40.0611707797855,65.5488408583305,Uzbekistan,Asia,0.160884,0.260354,1e-05,0.335348,1e-05,1e-05,0.012091,0.215998,0.015295
HGDP00013,6,7,3609712,67567429,Iran_1,Brahui,34.8387475018668,52.0593743118735,"Iran, Islamic Republic of",Asia,0.044804,0.314921,1e-05,0.352137,0.019021,0.099532,0.0232,1e-05,0.146365
HGDP00013,6,7,67590850,146984783,Gaddi_Rajput_0,Brahui,29.8862511777455,71.7768148544796,Pakistan,Asia,0.005423,0.160876,0.118112,0.40622,1e-05,0.023103,0.145811,0.047061,0.093384
HGDP00013,6,8,29802727,98945834,Iran_4,Brahui,33.2943213543573,62.6705417277832,Afghanistan,Asia,0.074513,0.207025,0.026566,0.466622,1e-05,1e-05,1e-05,1e-05,0.225233
HGDP00013,6,9,1355061,75201354,Iran_4,Brahui,31.8073376731952,65.1535609497805,Afghanistan,Asia,1e-05,0.187578,0.057096,0.399129,1e-05,1e-05,0.059042,0.041271,0.255853
HGDP00013,6,9,75206337,120088933,Bermudian_3,Brahui,18.426679185453878,-65.7713028632093,Puerto Rico,North America,0.057194,0.086631,0.017754,0.123579,0.006742,0.012355,1e-05,0.193719,0.502017
HGDP00015,7,1,1061166,100050789,Iran_4,Brahui,33.10541969845498,53.643320620585214,"Iran, Islamic Republic of",Asia,0.021287,0.378061,1e-05,0.5109515,1e-05,0.0385675,0.032632,0.0184705,1e-05
HGDP00015,7,1,100051668,185344764,Iran_1,Brahui,37.0530696933003,54.789292147077,"Iran, Islamic Republic of",Asia,0.141608,0.327298,1e-05,0.347759,0.031055,1e-05,1e-05,0.070774,0.081477
HGDP00015,7,1,185410975,230894365,Tajikistan_1,Brahui,37.6390823566121,64.6214446092087,Turkmenistan,Asia,1e-05,0.188176,0.031811,0.377925,0.091931,0.102713,0.036995,0.170429,1e-05
HGDP00015,7,2,12589208,50975185,Gujarati_1,Brahui,27.4069502523878,73.4479291928209,India,Asia,0.03633,0.135794,0.058998,0.553196,1e-05,1e-05,0.104318,0.111334,1e-05
HGDP00015,7,2,50976485,103123301,Tajikistan_4,Brahui,34.4980147092696,67.8685395413385,Afghanistan,Asia,0.16203,0.170059,1e-05,0.534983,0.000447,1e-05,0.036142,0.096309,1e-05
HGDP00015,7,2,103176411,153872845,Chechens_2,Brahui,43.3294652614378,45.3825878327711,Russian Federation,Europe,0.046483,0.442174,1e-05,0.314396,0.005507,1e-05,1e-05,0.1914,1e-05
HGDP00015,7,2,153881453,205974111,Iran_4,Brahui,33.7969384032596,54.0288302939689,"Iran, Islamic Republic of",Asia,0.038574,0.358475,1e-05,0.4671,1e-05,1e-05,0.1358,1e-05,1e-05
HGDP00015,7,3,3846526,46150400,Iran_4,Brahui,31.1719624965775,63.0805483685952,Afghanistan,Asia,0.027925,0.246625,0.047996,0.489044,1e-05,0.058669,0.113314,0.01249,0.003928
HGDP00015,7,3,46310921,112066141,Iran_1,Brahui,34.0237411060917,54.0259755336436,"Iran, Islamic Republic of",Asia,0.010637,0.347091,1e-05,0.448238,1e-05,0.039216,1e-05,0.122399,0.032389
HGDP00015,7,3,112072833,169212367,Iran_4,Brahui,31.812456344913,57.6966515941859,"Iran, Islamic Republic of",Asia,1e-05,0.326989,1e-05,0.536802,1e-05,1e-05,0.129284,0.006875,1e-05
HGDP00015,7,4,18473310,185788762,Iran_4,Brahui,33.12863919621105,53.715816859353644,"Iran, Islamic Republic of",Asia,1e-05,0.371453,1e-05,0.5248295,0.004899,1e-05,0.0623299999999999,0.021121,0.0153375
HGDP00015,7,5,123302367,175059713,Iran_4,Brahui,32.5695179052899,54.7295718172902,"Iran, Islamic Republic of",Asia,0.002547,0.294834,1e-05,0.552708,1e-05,1e-05,0.062148,0.087724,1e-05
HGDP00015,7,6,42659979,115932103,Iran_1,Brahui,33.7504365352988,51.8533625933389,"Iran, Islamic Republic of",Asia,0.095997,0.45845,1e-05,0.445493,1e-05,1e-05,1e-05,1e-05,1e-05
HGDP00015,7,7,3609712,67567429,Gujarati_1,Brahui,27.1647761553338,71.4251381294215,India,Asia,0.049932,0.223141,1e-05,0.590736,1e-05,1e-05,0.136141,1e-05,1e-05
HGDP00015,7,7,67590850,146984783,Iran_4,Brahui,32.787514601195,53.9554741672921,"Iran, Islamic Republic of",Asia,1e-05,0.334336,1e-05,0.495657,0.045132,1e-05,0.064882,0.059953,1e-05
HGDP00015,7,8,29802727,98945834,Tajikistan_4,Brahui,33.6893811439525,69.764128005975,Afghanistan,Asia,0.050074,0.153343,1e-05,0.456966,1e-05,1e-05,0.107587,0.171561,0.06044
